步骤,割值,近似比
359,5.896219,0.982703
360,5.180624,0.863437
361,5.295347,0.882558
362,5.370017,0.895003
363,5.377972,0.896329
364,4.968147,0.828025
365,5.876234,0.979372
366,5.550822,0.925137
367,5.851257,0.975210
368,5.842156,0.973693
369,5.846762,0.974460
370,5.842602,0.973767
371,5.828319,0.971386
372,5.804489,0.967415
373,5.021384,0.836897
374,5.749145,0.958191
375,5.718504,0.953084
376,5.693951,0.948992
377,5.349990,0.891665
378,5.649941,0.941657
379,5.653588,0.942265
380,5.155441,0.859240
381,4.865559,0.810927
382,5.201056,0.866843
383,5.225561,0.870927
384,4.841507,0.806918
385,5.819134,0.969856
386,5.506544,0.917757
387,5.400895,0.900149
388,5.454640,0.909107
389,5.824280,0.970713
390,5.351259,0.891876
391,4.837922,0.806320
392,5.160223,0.860037
393,5.380343,0.896724
394,5.799493,0.966582
395,4.856018,0.809336
396,5.448136,0.908023
397,4.842016,0.807003
398,5.797160,0.966193
399,5.679722,0.946620
400,5.612752,0.935459
401,5.019269,0.836545
402,4.845612,0.807602
403,4.846799,0.807800
404,5.195464,0.865911
405,5.569787,0.928298
406,4.595046,0.765841
407,5.774447,0.962408
408,5.780601,0.963434
409,5.015160,0.835860
410,5.163970,0.860662
411,5.839833,0.973305
412,4.941198,0.823533
413,5.606166,0.934361
414,5.884917,0.980820
415,4.765430,0.794238
416,5.904299,0.984050
417,5.380926,0.896821
418,5.892063,0.982010
419,5.407571,0.901262
420,5.173681,0.862280
421,5.469820,0.911637
422,5.042464,0.840411
423,5.835567,0.972594
424,5.074560,0.845760
425,5.498892,0.916482
426,5.783104,0.963851
427,5.815095,0.969183
428,5.813693,0.968949
429,5.569989,0.928331
430,5.163186,0.860531
431,5.813083,0.968847
432,4.838318,0.806386
433,5.161797,0.860299
434,5.434870,0.905812
435,5.826509,0.971085
436,5.430058,0.905010
437,4.663851,0.777309
438,5.555693,0.925949
439,5.329581,0.888263
440,4.825411,0.804235
441,5.882132,0.980355
442,5.889361,0.981560
443,5.894275,0.982379
444,5.179147,0.863191
445,5.663213,0.943869
446,5.897363,0.982894
447,5.895719,0.982620
448,5.895010,0.982502
449,5.348372,0.891395
450,5.893650,0.982275
451,5.355158,0.892526
452,5.892797,0.982133
453,5.888571,0.981429
454,5.119450,0.853242
455,4.901827,0.816971
456,5.874236,0.979039
457,5.101838,0.850306
458,5.863541,0.977257
459,5.378971,0.896495
460,5.517568,0.919595
461,5.528021,0.921337
462,5.858340,0.976390
463,5.861593,0.976932
464,5.707524,0.951254
465,5.239776,0.873296
466,5.702228,0.950371
467,5.550772,0.925129
468,5.174675,0.862446
469,5.085752,0.847625
470,5.704854,0.950809
471,5.714960,0.952493
472,5.726267,0.954378
473,5.303586,0.883931
474,5.103476,0.850579
475,5.178874,0.863146
476,5.889418,0.981570
477,5.469796,0.911633
478,5.867164,0.977861
479,5.861969,0.976995
480,5.859159,0.976526
481,4.959211,0.826535
482,5.852380,0.975397
483,4.660632,0.776772
484,5.171087,0.861848
485,5.462522,0.910420
486,5.120570,0.853428
487,4.670813,0.778469
488,4.879643,0.813274
489,5.334402,0.889067
490,5.258290,0.876382
491,5.858140,0.976357
492,5.558127,0.926355
493,5.531397,0.921900
494,5.420132,0.903355
495,5.173491,0.862249
496,5.867524,0.977921
497,4.826644,0.804441
498,5.173800,0.862300
499,5.829741,0.971624
