步骤,割值,近似比
159,5.431557,0.905260
160,5.883505,0.980584
161,5.890211,0.981702
162,5.492893,0.915482
163,4.831220,0.805203
164,5.754285,0.959048
165,4.835551,0.805925
166,5.870100,0.978350
167,5.061732,0.843622
168,5.162728,0.860455
169,5.499011,0.916502
170,5.751284,0.958547
171,4.896456,0.816076
172,5.895103,0.982517
173,5.891684,0.981947
174,5.847725,0.974621
175,5.545733,0.924289
176,5.073136,0.845523
177,4.975878,0.829313
178,5.508875,0.918146
179,5.841743,0.973624
180,5.029240,0.838207
181,5.129890,0.854982
182,5.858222,0.976370
183,5.658880,0.943147
184,5.884406,0.980734
185,4.780779,0.796797
186,5.730451,0.955075
187,5.814353,0.969059
188,5.251160,0.875193
189,4.574912,0.762485
190,5.637671,0.939612
191,5.596671,0.932778
192,5.288684,0.881447
193,5.847867,0.974645
194,5.412077,0.902013
195,5.828840,0.971473
196,5.025706,0.837618
197,5.612054,0.935342
198,5.367782,0.894630
199,5.847579,0.974597
200,5.514626,0.919104
201,5.348536,0.891423
202,5.874050,0.979008
203,5.449420,0.908237
204,5.859889,0.976648
205,5.821768,0.970295
206,5.174576,0.862429
207,4.676830,0.779472
208,5.305383,0.884230
209,5.902278,0.983713
210,5.259840,0.876640
211,5.805182,0.967530
212,5.829540,0.971590
213,5.875225,0.979204
214,5.038496,0.839749
215,5.868423,0.978071
216,5.779305,0.963217
217,5.662949,0.943825
218,5.777463,0.962910
219,5.179746,0.863291
220,5.608032,0.934672
221,5.889782,0.981630
222,5.667776,0.944629
223,5.539257,0.923209
224,5.896239,0.982707
225,5.363547,0.893925
226,5.389081,0.898180
227,4.829779,0.804963
228,4.768202,0.794700
229,5.773337,0.962223
230,5.582039,0.930340
231,5.895807,0.982634
232,5.409145,0.901524
233,5.751682,0.958614
234,5.667123,0.944520
235,5.803345,0.967224
236,5.498744,0.916457
237,4.354615,0.725769
238,4.888149,0.814691
239,4.678350,0.779725
240,5.165275,0.860879
241,5.895085,0.982514
242,5.248846,0.874808
243,5.713544,0.952257
244,5.168586,0.861431
245,5.895523,0.982587
246,5.868223,0.978037
247,5.543417,0.923903
248,5.836061,0.972677
249,5.881255,0.980209
250,5.526170,0.921028
251,5.536737,0.922790
252,5.860404,0.976734
253,5.671160,0.945193
254,5.169172,0.861529
255,5.679338,0.946556
256,5.263647,0.877274
257,5.840281,0.973380
258,5.346074,0.891012
259,5.138762,0.856460
260,5.665487,0.944248
261,5.837751,0.972958
262,5.443255,0.907209
263,5.777051,0.962842
264,5.751199,0.958533
265,5.091223,0.848537
266,5.886113,0.981019
267,5.522824,0.920471
268,5.253241,0.875540
269,5.513469,0.918911
270,5.097456,0.849576
271,5.681821,0.946970
272,4.277604,0.712934
273,5.460207,0.910035
274,5.693525,0.948921
275,5.288127,0.881355
276,4.819498,0.803250
277,4.697100,0.782850
278,5.868228,0.978038
279,5.742701,0.957117
280,5.125831,0.854305
281,5.840029,0.973338
282,5.250452,0.875075
283,4.988878,0.831480
284,5.885095,0.980849
285,5.824235,0.970706
286,5.881931,0.980322
287,5.177374,0.862896
288,4.904716,0.817453
289,5.767450,0.961242
290,5.568498,0.928083
291,5.794403,0.965734
292,5.170543,0.861757
293,5.738887,0.956481
294,4.825721,0.804287
295,5.629863,0.938310
296,4.836001,0.806000
297,5.800127,0.966688
298,5.376797,0.896133
299,5.899573,0.983262
300,4.974813,0.829136
301,5.464850,0.910808
302,5.497038,0.916173
303,5.496805,0.916134
304,5.850781,0.975130
305,5.715870,0.952645
306,4.756734,0.792789
307,5.273820,0.878970
308,4.980069,0.830012
309,5.904970,0.984162
310,5.881889,0.980315
311,4.970122,0.828354
312,4.354133,0.725689
313,5.156605,0.859434
314,5.797386,0.966231
315,4.819818,0.803303
316,5.386196,0.897699
317,5.023291,0.837215
318,5.850840,0.975140
319,5.867014,0.977836
320,5.173826,0.862304
321,5.878299,0.979717
322,5.294137,0.882356
323,5.898134,0.983022
324,5.845257,0.974210
325,5.460181,0.910030
326,5.647929,0.941321
327,5.560520,0.926753
328,5.901651,0.983609
329,5.367186,0.894531
330,4.657619,0.776270
331,5.824867,0.970811
332,5.885714,0.980952
333,4.753277,0.792213
334,5.162519,0.860420
335,5.115996,0.852666
336,5.687246,0.947874
337,5.072830,0.845472
338,5.868274,0.978046
339,5.877042,0.979507
340,4.744377,0.790730
341,5.356707,0.892784
342,5.169322,0.861554
343,5.126890,0.854482
344,5.393967,0.898994
345,5.830759,0.971793
346,5.666244,0.944374
347,4.823475,0.803913
348,5.514125,0.919021
349,5.811736,0.968623
350,5.687867,0.947978
351,5.140536,0.856756
352,5.186669,0.864445
353,5.712176,0.952029
354,5.151236,0.858539
355,5.863697,0.977283
356,5.683857,0.947309
357,5.547397,0.924566
358,5.420064,0.903344
359,5.611982,0.935330
360,4.969087,0.828181
361,5.523021,0.920503
362,5.396297,0.899383
363,5.481326,0.913554
364,5.817713,0.969619
365,4.821406,0.803568
366,5.426883,0.904481
367,4.649707,0.774951
368,5.431672,0.905279
369,5.590566,0.931761
370,5.567568,0.927928
371,5.690530,0.948422
372,5.179626,0.863271
373,5.180536,0.863423
374,5.442974,0.907162
375,5.668878,0.944813
376,5.611107,0.935185
377,5.028343,0.838057
378,5.350375,0.891729
379,5.861793,0.976965
380,5.450880,0.908480
381,5.894442,0.982407
382,5.896384,0.982731
383,4.822968,0.803828
384,5.902117,0.983686
385,5.862325,0.977054
386,5.492570,0.915428
387,5.147305,0.857884
388,5.765973,0.960996
389,5.878361,0.979727
390,5.128479,0.854746
391,5.522616,0.920436
392,5.604579,0.934096
393,5.180748,0.863458
394,5.838086,0.973014
395,4.822233,0.803706
396,5.753439,0.958906
397,5.718368,0.953061
398,5.395027,0.899171
399,5.457280,0.909547
400,5.336276,0.889379
401,5.685026,0.947504
402,5.377114,0.896186
403,5.875376,0.979229
404,5.452368,0.908728
405,5.867957,0.977993
406,5.600022,0.933337
407,5.843090,0.973848
408,5.520275,0.920046
409,4.701569,0.783595
410,4.673337,0.778889
411,4.849273,0.808212
412,5.123449,0.853908
413,5.651956,0.941993
414,5.623137,0.937189
415,5.527575,0.921262
416,4.682702,0.780450
417,5.898033,0.983006
418,5.121654,0.853609
419,5.088120,0.848020
420,5.332126,0.888688
421,5.897902,0.982984
422,5.557695,0.926282
423,5.696282,0.949380
424,5.866797,0.977800
425,5.021706,0.836951
426,5.214287,0.869048
427,4.733661,0.788944
428,5.324715,0.887452
429,5.429906,0.904984
430,5.772698,0.962116
431,4.860089,0.810015
432,4.828004,0.804667
433,5.885202,0.980867
434,4.717849,0.786308
435,5.849529,0.974922
436,5.349159,0.891527
437,5.864490,0.977415
438,5.463571,0.910595
439,5.534469,0.922411
440,4.959982,0.826664
441,5.159882,0.859980
442,5.558967,0.926494
443,5.269372,0.878229
444,5.531143,0.921857
445,5.861607,0.976934
446,5.819106,0.969851
447,5.529884,0.921647
448,5.894974,0.982496
449,5.448266,0.908044
450,5.782423,0.963737
451,5.853218,0.975536
452,4.925774,0.820962
453,5.404956,0.900826
454,5.355945,0.892657
455,5.750423,0.958404
456,5.444709,0.907452
457,5.615401,0.935900
458,5.028393,0.838065
459,5.106049,0.851008
460,5.114133,0.852356
461,5.170569,0.861762
462,4.931193,0.821866
463,4.822845,0.803808
464,5.446413,0.907735
465,5.394472,0.899079
466,5.462835,0.910472
467,5.886510,0.981085
468,5.819254,0.969876
469,5.111889,0.851981
470,5.845755,0.974293
471,4.821096,0.803516
472,5.883935,0.980656
473,5.901191,0.983532
474,5.748279,0.958046
475,4.652087,0.775348
476,5.834170,0.972362
477,5.876943,0.979490
478,5.458073,0.909679
479,5.768270,0.961378
480,4.974311,0.829052
481,5.890224,0.981704
482,5.889080,0.981513
483,5.862027,0.977004
484,5.806288,0.967715
485,5.808666,0.968111
486,5.102365,0.850394
487,5.709036,0.951506
488,5.860827,0.976804
489,5.228462,0.871410
490,5.669930,0.944988
491,5.851014,0.975169
492,5.259772,0.876629
493,5.457669,0.909611
494,5.896790,0.982798
495,5.892939,0.982157
496,5.173292,0.862215
497,5.764515,0.960752
498,5.723174,0.953862
499,5.882281,0.980380
